id,beds,price,abstract,city,state,create_date,expire_date
17380500,1,735,,Dallas,TX,07/17/2014 10:24:05.7681,08/25/2014 10:17:08.607924
16362735,1,3442,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/02/2014 10:17:12.960378,06/15/2014 10:17:58.690579
16362907,2,4570,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/02/2014 10:18:23.969346,06/10/2014 12:44:41.686193
16362856,1,3467,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/02/2014 10:17:58.90221,06/10/2014 12:44:44.357237
17102181,2,766,"5528 reflects the balance and simplicity of the Arts & Crafts movement so prevalent to the neighborhood: Projecting courses of red brick create horizontal shadow lines that mirror the limestone detailing surrounding the expansive windows that dominate the facade, serving as a screen upon which dappled light patterns reflect through the trees. While situated on a quiet street, 5528 offers quick access to Lake Michigan and public transportation, as well as a myriad of restaurants and cafes right around the corner.None",Chicago,IL,07/04/2014 10:15:17.476117,07/05/2014 10:15:37.955103
17129134,1,770,"  SPECIAL! Rent with us today and get July rent FREE!  

 Come visit your new home! Open house hours: 

 Saturday and Sunday: 2 PM - 4 PM 

 Stop by during our open house hours or call us to book a time that fits YOUR schedule! 

   

 This sixty-three suite, eight-storey residential apartment complex is contained on beautifully-maintained grounds and currently offers spacious bachelor, one, and two bedroom apartments for rent in Sarnia. The suites have recently been upgraded with renovated kitchens and bathrooms featuring new ceramic and carpeted flooring. Newly installed energy efficient lighting and water efficient water taps and toilets allow residents to save on hydro costs as well. 

 These Sarnia rental apartments are situated close to the beaches along beautiful Lake Huron, the U.S. border, scenic Bluewater Bridge, the St. Clair River, and Highway 402. In a convenient Sarnia location, all amenities that residents need may be found nearby, including medical facilities, schools, shopping, and restaurants. 

  Building features include:  

  Balcony 
 Renovated Bathrooms and Kitchens 
 Fitness Center 
 Party Room 
 24 Hour Emergency Service 
 Secure Entrance   for more detail click   here      Pictures & virtual tours may vary, please contact the rental agent for specific details and to view the unit. E     SPECIAL! Rent with us today and get July rent FREE!  

 Come visit your new home! Open house hours: 

 Saturday and Sunday: 2 PM - 4 PM 

 Stop by during our open house hours or call us to book a time that fits YOUR schedule! 

   

 This sixty-three suite, eight-storey residential apartment complex is contained on beautifully-maintained grounds and currently offers spacious bachelor, one, and two bedroom apartments for rent in Sarnia. The suites have recently been upgraded with renovated kitchens and bathrooms featuring new ceramic and carpeted flooring. Newly installed energy efficient lighting and water efficient water taps and toilets allow residents to save on hydro costs as well. 

 These Sarnia rental apartments are situated close to the beaches along beautiful Lake Huron, the U.S. border, scenic Bluewater Bridge, the St. Clair River, and Highway 402. In a convenient Sarnia location, all amenities that residents need may be found nearby, including medical facilities, schools, shopping, and restaurants. 

  Building features include:  

  Balcony 
 Renovated Bathrooms and Kitchens 
 Fitness Center 
 Party Room 
 24 Hour Emergency Service 
 Secure Entrance   for more detail click   here      Pictures & virtual tours may vary, please contact the rental agent for specific details and to view the unit. E     SPECIAL! Rent with us today and get July rent FREE!  

 Come visit your new home! Open house hours: 

 Saturday and Sunday: 2 PM - 4 PM 

 Stop by during our open house hours or call us to book a time that fits YOUR schedule! 

   

 This sixty-three suite, eight-storey residential apartment complex is contained on beautifully-maintained grounds and currently offers spacious bachelor, one, and two bedroom apartments for rent in Sarnia. The suites have recently been upgraded with renovated kitchens and bathrooms featuring new ceramic and carpeted flooring. Newly installed energy efficient lighting and water efficient water taps and toilets allow residents to save on hydro costs as well. 

 These Sarnia rental apartments are situated close to the beaches along beautiful Lake Huron, the U.S. border, scenic Bluewater Bridge, the St. Clair River, and Highway 402. In a convenient Sarnia location, all amenities that residents need may be found nearby, including medical facilities, schools, shopping, and restaurants. 

  Building features include:  

  Balcony 
 Renovated Bathrooms and Kitchens 
 Fitness Center 
 Party Room 
 24 Hour Emergency Service 
 Secure Entrance   for more detail click   here      Pictures & virtual tours may vary, please contact the rental agent for specific details and to view the unit. E  None",Sarnia,ON,07/05/2014 10:15:22.920517,07/23/2014 10:16:48.913668
16763681,1,1295,"Gorgeous one bedroom, one bath loft in Lakeview walkup features hardwood floors, large bedroom, two skylights, new kitchen with island, steam bath, newer bath, large combination living and dining rooms, A/C, deck and much more!!None",Chicago,IL,06/17/2014 10:18:55.488828,06/21/2014 10:33:38.817757
16737113,1,775,"  Spring into June Savings! Get June  Off OR a $500 Gift Card!  

  Come visit your new home! Open house hours:  

 Monday: 9 AM - 6 PM 
Tuesday to Thursday: 1 PM - 6 PM 
Friday: 1 PM - 5 PM 

 The open house will meet at 5550 Trent. 

 Stop by during our open house hours or call us to book a time that fits your schedule! 

   

 These beautiful Montreal rental apartments on the corner of Chemin Kingsley and Trent Avenue offer spacious 1 and 2 bedroom apartments for rent. The suites feature hardwood laminate throughout, upgraded kitchens and bathrooms, and balconies offering views of scenic C te Saint-Luc. The building itself offers numerous sought-after features including indoor parking, garbage chutes, storage facilities, secure entranceways, laundry facilities, and video surveillance. 

 The community is conveniently situated just minutes from Avenue Westminster North and Canvendish Blvd. Nearby community features include numerous public parks, restaurants, grocery, public transportation, and Meadowbrook Golf Club. Find apartments in Montreal today! 

  Features Include:  

 
	 Fridge and Stove 
	 Balcony 
	 Heated Indoor Parking 
	 Garbage Chute on Each Floor 
	 Storage 
	 Video Surveillance 
	 On-site Maintenance Staff 
	 On-site Smart Card Laundry Facilities 
	 Renovated Kitchen and Bathrooms 
   for more detail click   here      Pictures & virtual tours may vary, please contact the rental agent for specific details and to view the unit. E     Spring into June Savings! Get June  Off OR a $500 Gift Card!  

  Come visit your new home! Open house hours:  

 Monday: 9 AM - 6 PM 
Tuesday to Thursday: 1 PM - 6 PM 
Friday: 1 PM - 5 PM 

 The open house will meet at 5550 Trent. 

 Stop by during our open house hours or call us to book a time that fits your schedule! 

   

 These beautiful Montreal rental apartments on the corner of Chemin Kingsley and Trent Avenue offer spacious 1 and 2 bedroom apartments for rent. The suites feature hardwood laminate throughout, upgraded kitchens and bathrooms, and balconies offering views of scenic C te Saint-Luc. The building itself offers numerous sought-after features including indoor parking, garbage chutes, storage facilities, secure entranceways, laundry facilities, and video surveillance. 

 The community is conveniently situated just minutes from Avenue Westminster North and Canvendish Blvd. Nearby community features include numerous public parks, restaurants, grocery, public transportation, and Meadowbrook Golf Club. Find apartments in Montreal today! 

  Features Include:  

 
	 Fridge and Stove 
	 Balcony 
	 Heated Indoor Parking 
	 Garbage Chute on Each Floor 
	 Storage 
	 Video Surveillance 
	 On-site Maintenance Staff 
	 On-site Smart Card Laundry Facilities 
	 Renovated Kitchen and Bathrooms 
   for more detail click   here      Pictures & virtual tours may vary, please contact the rental agent for specific details and to view the unit. E     Spring into June Savings! Get June  Off OR a $500 Gift Card!  

  Come visit your new home! Open house hours:  

 Monday: 9 AM - 6 PM 
Tuesday to Thursday: 1 PM - 6 PM 
Friday: 1 PM - 5 PM 

 The open house will meet at 5550 Trent. 

 Stop by during our open house hours or call us to book a time that fits your schedule! 

   

 These beautiful Montreal rental apartments on the corner of Chemin Kingsley and Trent Avenue offer spacious 1 and 2 bedroom apartments for rent. The suites feature hardwood laminate throughout, upgraded kitchens and bathrooms, and balconies offering views of scenic C te Saint-Luc. The building itself offers numerous sought-after features including indoor parking, garbage chutes, storage facilities, secure entranceways, laundry facilities, and video surveillance. 

 The community is conveniently situated just minutes from Avenue Westminster North and Canvendish Blvd. Nearby community features include numerous public parks, restaurants, grocery, public transportation, and Meadowbrook Golf Club. Find apartments in Mo",Côte Saint-Luc,QC,06/16/2014 10:17:54.629249,06/21/2014 10:33:40.643658
16737114,2,1033,"A quiet community with only six units per building, and two homes per floor, Raleigh Arms sits on the bus line and near freeways, just minutes from downtown and greater Kansas City. With its impressive brick exterior reminiscent of 1930's design, Raleigh Arms pays tribute to Hyde Park's rich architectural history, from the outer detailing and design to the interior stairways and banisters all original elements. History blends with the present, as you'll enjoy convenient amenities, such as ample storage units and an on-site clothing care center. A controlled building access provide comfort and convenience.None",Kansas City,MO,06/16/2014 10:17:52.04432,06/28/2014 10:18:49.782111
17404793,1,500,,Dallas,TX,07/18/2014 10:16:50.823357,08/21/2014 10:16:55.615591
16362832,2,4450,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/02/2014 10:17:49.657962,06/10/2014 12:44:49.690332
17065337,1,3742,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/02/2014 10:17:56.342722,07/04/2014 10:16:11.641701
16816900,2,1045,"The Metropolitan at Buckhead Apartment Homes is where you will discover convenience, superior location and modern style. The Metropolitan at Buckhead Apartment Homes offers 17 distinctive apartment homes, including one, two, and three bedroom floor plans. Our apartment homes offer newly renovated interiors, spacious living areas for entertaining, private patios and balconies for relaxation and more. Located in Atlantas desirable Buckhead area, The Metropolitan at Buckhead Apartment Homes is within walking distance to Lenox Square, Phipps Plaza, the Lenox MARTA station and restaurant and entertainment venues. By choosing The Metropolitan at Buckhead Apartment Homes, you will enjoy two screen pools with tanning deck, fully equipped fitness club internet cafe with Wi-Fi and coffee bar, 24-hour emergency maintenance and professional management. For the location and lifestyle you deserve, make The Metropolitan at Buckhead Apartment Homes your home today!None",Atlanta,GA,06/19/2014 10:17:54.582576,07/22/2014 10:16:16.55241
16763672,3,1900,"Delightful three bedroom, one bath in North Center walkup features huge separate living and dining rooms, newer kitchen, dishwasher, newer bath, carpeting, central air, enclosed sun porch, large bedrooms, great closet space, yard!None",Chicago,IL,06/17/2014 10:18:14.318483,07/17/2014 10:23:37.883467
18051551,1,1325,"PLEASE DO NOT CALL. Send us your EMAIL ADDRESS. If you do not provide an email address we have no way to respond back.

To apply, find out more about the property or take a viewing CLICK HERE: http://www.pacificlistings.com/apartment-for-rent/eagle-rock-glendale/91204/pl4487/?utm_source=GTMA_medium=Ad_campaign=4487

This listing is from Pacific Listings. To find more Pacific Listings in the area click here: http://www.pacificlistings.com/our-listings/?utm_source=GTMA_medium=Ad_campaign=GTMA

1 BEDROOM + 1 BATHROOM
**PRIME GLENDALE LOCATION   NEAR THE AMERICANA & GLENDALE GALLERIA**
Beautiful 16-Unit Property
Newly Updated Upper Unit
Reserved Gated Parking
Controlled Access Entry
Laundry On-Site

PROPERTY ID CODE: PL4487
Please refer to this code when contacting us about this apartment.

Beautifully Landscaped
Spacious Bedroom
Large Living Area
Laminate Wood Floor Throughout
Freshly Painted
Separate Dining Area
Stove & Refrigerator Included
Granite Counters
Air Conditioning
Built-In Hallway Cabinets
1 Reserved Gated Parking
Laundry Room

*EXCELLENT GLENDALE LOCATION*
*Close to the Glendale Galleria, Americana at Brand, Atwater Village, Los Feliz, Eagle Rock, Burbank, L.A. Zoo & Griffith Park
*Easy Access to the 134 & 5 Freeways

PLEASE DO NOT CALL. Send us your EMAIL ADDRESS. If you do not provide an email address we have no way to respond back.

To apply, find out more about the property or take a viewing CLICK HERE: http://www.pacificlistings.com/apartment-for-rent/eagle-rock-glendale/91204/pl4487/?utm_source=GTMA_medium=Ad_campaign=4487

This listing is from Pacific Listings. To find more Pacific Listings in the area click here: http://www.pacificlistings.com/our-listings/?utm_source=GTMA_medium=Ad_campaign=GTMA 
None",Glendale,CA,08/21/2014 06:59:34.681251,
16786537,2,595,"Call now to schedule a tour! (855) 213-2228

EXPERIENCE COMFORT AND AFFORDABILITY AT Oak Village. Located conveniently near The Naval Base Station Fort Worth Joint Reserve Base and Lockheed with easy access to I-30 and 820 Come by and visit our leasing staff today.

$200 off 1st month rent in:
A1 up and down
A2 up and down
B1 up
B2 up and down

$299 (TMI) on B1 units!!!


Call now to schedule a tour! (855) 213-2228

Prices and availability subject to change without notice. Square footage is approximated. For more information, please contact our leasing office directly.None",Fort Worth,TX,06/18/2014 05:55:25.274932,07/21/2014 10:19:28.4926
16786542,0,1495,"PLEASE DO NOT CALL. To apply, find out more about the property or take a viewing CLICK HERE:

Or send us your email address. If you do not provide an email address we have no way to respond back.

This listing is from Pacific Listings. To find more Pacific Listings in the area click here: http://www.pacificlistings.com/our-listings/?utm_source=GTMA_medium=Ad_campaign=GTMA

SPACIOUS LOFT + 1 BATHROOM
PRIME MID-CITY LOCATION
Beautiful New Construction!
Washer & Dryer In Unit
Reserved Parking
Prewired for Cable & Internet
Pet Friendly

PROPERTY ID CODE: PL4303
Please refer to this code when contacting us about this apartment.

Impressive Upscale Unit
Beautifully Landscaped
Open Floor Plan
Spacious Upper Unit
Gorgeous Pecan Wood Floors
Tile in Kitchen & Bath
Gourmet Kitchen
Stainless Steel Appliances
Dishwasher
Cherry Wood Cabinets
Wine Rack
Track Lighting
Decorator Ceiling Fans w/Remote
Abundant Closet Space
Modern Bathroom
Designer Vanity
Pets Welcome

Excellent Central Location   Near Miracle Mile, Hancock Park, Beverly Hills, Culver City, West Hollywood and the 10 & 405 Freeways!

PLEASE DO NOT CALL. To apply, find out more about the property or take a viewing CLICK HERE:

Or send us your email address. If you do not provide an email address we have no way to respond back.

This listing is from Pacific Listings. To find more Pacific Listings in the area click here: http://www.pacificlistings.com/our-listings/?utm_source=GTMA_medium=Ad_campaign=GTMA
None",Los Angeles,CA,06/18/2014 05:54:39.538403,07/05/2014 10:16:37.74952
16362779,1,3642,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/02/2014 10:17:30.918807,06/10/2014 12:44:18.732661
17102196,1,1039,"Experience the craftsmanship of early 20th century architectural details: hand-laid, Arts & Crafts style mosaic floors, carved-wood banisters and wrought-iron balustrades marked by the flowery emblems of the Art Nouveau style.  * With bright, updated interiors and natural hardwood floors throughout, these apartments are an ideal space to make your home. Large windows gathering light illuminate the interior and give natural ventilation. Situated along a major public bus route and the University of Chicago's complimentary shuttle service, the property is easily accessible not just to the University, but to the entire city.None",Chicago,IL,07/04/2014 10:15:39.390819,07/12/2014 10:16:44.468828
17129143,1,3341,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/05/2014 10:15:28.144315,07/08/2014 10:16:33.201154
16816908,1,1180,"Located in Mount Pleasant, South Carolina, Hibben Ferry Apartments is just minutes from Hwy 17, the Mark Clarke Expressway, Downtown, and beautiful South Carolina beaches. Residents can enjoy a luxurious  resort-style living experience at an affordable price. Come experience our unique community that sits adjacent to the tidal creeks marsh. With beautiful river vistas, Hibben Ferry Apartments features two piers perfect for fishing and enjoying the outdoors. Call or visit today and discover Southern living at its finest at Hibben Ferry Apartments.None",Mount Pleasant,SC,06/19/2014 10:17:36.263143,06/21/2014 10:33:33.159492
16722125,1,1269,"Nestled among million-dollar estates, hot spots like the Museum of Science & Industry, the University of Chicago and the home of President Barack Obama, lies Regents Park, a luxury lakefront apartment community conveniently located in Hyde Park and just minutes from all the culture, entertainment and dining options that make Chicago so unique. Become part of this remarkable group of neighbors, many who have lived here for years and can't imagine living elsewhere, and enjoy award-winning amenities, including 24/7 concierge and maintenance services, a state-of-the-art fitness facility, convenient, on-site dry cleaning, coffee shop, private park and gourmet market. With a wide variety of spacious floorplans, from studio through three-bedrooms, Regents Park is sure to have an apartment home that meets your needs.None",Chicago,IL,06/15/2014 10:17:57.193064,06/19/2014 10:18:11.244335
16722118,3,1501,"Located on the shady residential street named for Paul Cornell, who began the development of Hyde Park in 1853, Cornell Terrace displays the material sensuality of the era in which it was built. Creamy sandstone details contrast with the red brick facade, with entries and windows marked by keystones characteristic of early 1920's Chicago architecture. Colorful foliage along the landscaped entry completes the picturesque palette. While a (limited) gated parking lot enhances the convenience of the buildings proximity to major highways, public transportation is also nearby.None",Chicago,IL,06/15/2014 10:17:18.02793,06/20/2014 10:51:16.113103
